rssi0,rssi1,rssi2,rssi3,rssi4,rssi5,rssi6,rssi7,rssi8,rssi9,rssi10,rssi11,x,y,label
-85,-85,-77,-79,-80,-80,-81,-91,-82,-81,-87,-91,0,4,H-01
-92,-81,-76,-78,-82,-78,-78,-87,-80,-89,-81,-89,0,4,H-01
-78,-87,-72,-76,-82,-77,-99,-88,-89,-80,-85,-91,0,4,H-01
-89,-93,-79,-71,-81,-80,-87,-84,-100,-86,-92,-91,0,4,H-01
-86,-78,-72,-76,-83,-82,-81,-86,-94,-79,-80,-88,0,4,H-01
-83,-78,-76,-79,-81,-85,-81,-86,-81,-93,-82,-88,0,4,H-01
-83,-78,-72,-71,-84,-85,-88,-87,-85,-85,-83,-88,0,4,H-01
-75,-84,-62,-84,-89,-81,-94,-82,-87,-78,-91,-87,0,4,H-01
-75,-87,-58,-83,-88,-79,-82,-80,-87,-81,-89,-91,0,4,H-01
-82,-81,-58,-82,-90,-80,-97,-82,-87,-78,-92,-88,0,4,H-01
-82,-83,-74,-78,-79,-85,-82,-86,-80,-83,-94,-91,0,4,H-01
-90,-81,-61,-77,-84,-71,-80,-80,-86,-80,-94,-89,0,4,H-01
-77,-84,-61,-82,-89,-71,-79,-85,-88,-78,-93,-91,0,4,H-01
-88,-78,-79,-77,-80,-80,-80,-89,-91,-82,-88,-89,0,4,H-01
-82,-80,-62,-82,-84,-80,-96,-85,-90,-78,-91,-87,0,4,H-01
-75,-81,-60,-84,-90,-71,-79,-84,-88,-78,-86,-92,0,4,H-01
-92,-77,-76,-78,-82,-78,-86,-87,-80,-89,-87,-89,0,4,H-01
-88,-81,-79,-78,-82,-87,-85,-84,-97,-87,-88,-93,0,4,H-01
-90,-78,-75,-79,-80,-77,-78,-85,-90,-93,-83,-89,0,4,H-01
-86,-89,-78,-78,-77,-73,-77,-88,-81,-80,-86,-87,0,4,H-01
-80,-96,-64,-75,-84,-71,-81,-83,-94,-86,-89,-97,0,4,H-01
-84,-81,-61,-82,-91,-80,-78,-84,-100,-77,-93,-87,0,4,H-01
-88,-77,-79,-78,-80,-80,-79,-85,-93,-82,-87,-89,0,4,H-01
-85,-78,-70,-76,-82,-70,-78,-86,-89,-78,-91,-92,0,4,H-01
