rsme,method,label
0.0,traditional,L-05
0.0,traditional,L-05
1.4142135623730951,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
1.0,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
1.4142135623730951,traditional,L-05
2.0,traditional,L-05
0.0,traditional,L-05
1.0,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
1.0,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
1.0,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
1.4142135623730951,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
1.4142135623730951,traditional,L-05
2.0,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
2.0,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
1.4142135623730951,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
2.0,traditional,L-05
0.0,traditional,L-05
1.4142135623730951,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
2.0,traditional,L-05
1.4142135623730951,traditional,L-05
1.4142135623730951,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
1.4142135623730951,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
1.0,traditional,L-05
1.4142135623730951,traditional,L-05
0.0,traditional,L-05
1.4142135623730951,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
1.4142135623730951,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
1.4142135623730951,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
1.0,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
1.4142135623730951,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
1.4142135623730951,traditional,L-05
1.4142135623730951,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
1.4142135623730951,traditional,L-05
1.4142135623730951,traditional,L-05
1.0,traditional,L-05
1.0,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
1.0,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
0.0,traditional,L-05
1.0,traditional,L-05
0.0,traditional,L-05
1.0,traditional,L-05
0.0,traditional,L-05
1.4142135623730951,traditional,L-05
0.0,traditional,L-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
1.0,traditional,H-05
1.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
1.0,traditional,H-05
1.0,traditional,H-05
1.0,traditional,H-05
2.0,traditional,H-05
0.0,traditional,H-05
1.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
1.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
1.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
1.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
1.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
2.0,traditional,H-05
1.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
1.0,traditional,H-05
1.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
1.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
1.0,traditional,H-05
0.0,traditional,H-05
2.8284271247461903,traditional,H-05
0.0,traditional,H-05
1.4142135623730951,traditional,H-05
2.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
1.0,traditional,H-05
0.0,traditional,H-05
1.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
1.0,traditional,H-05
0.0,traditional,H-05
1.4142135623730951,traditional,H-05
0.0,traditional,H-05
2.0,traditional,H-05
1.0,traditional,H-05
1.0,traditional,H-05
1.0,traditional,H-05
1.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
2.0,traditional,H-05
1.4142135623730951,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
1.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
1.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
1.4142135623730951,traditional,H-05
1.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
1.0,traditional,H-05
1.4142135623730951,traditional,H-05
1.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
1.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
2.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
1.0,traditional,H-05
1.0,traditional,H-05
1.4142135623730951,traditional,H-05
1.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
1.0,traditional,H-05
1.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
1.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
1.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
1.0,traditional,H-05
0.0,traditional,H-05
1.0,traditional,H-05
1.0,traditional,H-05
1.4142135623730951,traditional,H-05
1.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
1.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
1.4142135623730951,traditional,H-05
1.0,traditional,H-05
0.0,traditional,H-05
1.0,traditional,H-05
1.0,traditional,H-05
0.0,traditional,H-05
1.4142135623730951,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
2.0,traditional,H-05
1.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
1.0,traditional,H-05
1.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
2.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
2.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
1.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
2.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
1.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
1.0,traditional,H-05
1.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
1.4142135623730951,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
1.4142135623730951,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
1.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
1.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
1.4142135623730951,traditional,H-05
1.4142135623730951,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
1.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
1.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,H-05
0.0,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
1.4142135623730951,traditional,L-02
0.0,traditional,L-02
2.23606797749979,traditional,L-02
0.0,traditional,L-02
1.4142135623730951,traditional,L-02
1.4142135623730951,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
1.4142135623730951,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
1.0,traditional,L-02
1.0,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
2.23606797749979,traditional,L-02
1.0,traditional,L-02
1.0,traditional,L-02
1.0,traditional,L-02
0.0,traditional,L-02
1.4142135623730951,traditional,L-02
1.0,traditional,L-02
1.4142135623730951,traditional,L-02
0.0,traditional,L-02
1.4142135623730951,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
3.1622776601683795,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
1.4142135623730951,traditional,L-02
1.4142135623730951,traditional,L-02
1.4142135623730951,traditional,L-02
0.0,traditional,L-02
2.23606797749979,traditional,L-02
1.0,traditional,L-02
0.0,traditional,L-02
1.4142135623730951,traditional,L-02
1.4142135623730951,traditional,L-02
1.0,traditional,L-02
0.0,traditional,L-02
1.0,traditional,L-02
1.0,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
1.0,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
2.23606797749979,traditional,L-02
0.0,traditional,L-02
2.23606797749979,traditional,L-02
2.23606797749979,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
1.4142135623730951,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
1.4142135623730951,traditional,L-02
1.4142135623730951,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
2.23606797749979,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
2.23606797749979,traditional,L-02
0.0,traditional,L-02
2.23606797749979,traditional,L-02
0.0,traditional,L-02
1.0,traditional,L-02
0.0,traditional,L-02
1.0,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
1.0,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
3.1622776601683795,traditional,L-02
1.0,traditional,L-02
1.4142135623730951,traditional,L-02
3.1622776601683795,traditional,L-02
1.0,traditional,L-02
1.4142135623730951,traditional,L-02
1.4142135623730951,traditional,L-02
1.0,traditional,L-02
1.0,traditional,L-02
0.0,traditional,L-02
1.0,traditional,L-02
1.0,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
1.4142135623730951,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
1.0,traditional,L-02
1.4142135623730951,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
3.1622776601683795,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
1.0,traditional,L-02
1.0,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
2.23606797749979,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
1.4142135623730951,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
1.0,traditional,L-02
1.0,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
1.0,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
1.4142135623730951,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
1.0,traditional,L-02
0.0,traditional,L-02
1.4142135623730951,traditional,L-02
1.4142135623730951,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
1.0,traditional,L-02
2.23606797749979,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
1.4142135623730951,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
1.0,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
3.1622776601683795,traditional,L-02
1.4142135623730951,traditional,L-02
0.0,traditional,L-02
3.1622776601683795,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
4.242640687119285,traditional,L-02
2.23606797749979,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
1.0,traditional,L-02
0.0,traditional,L-02
1.0,traditional,L-02
1.4142135623730951,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
1.4142135623730951,traditional,L-02
1.0,traditional,L-02
0.0,traditional,L-02
1.0,traditional,L-02
1.4142135623730951,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
1.4142135623730951,traditional,L-02
0.0,traditional,L-02
2.23606797749979,traditional,L-02
2.23606797749979,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
1.4142135623730951,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
1.4142135623730951,traditional,L-02
0.0,traditional,L-02
2.23606797749979,traditional,L-02
0.0,traditional,L-02
1.0,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
1.4142135623730951,traditional,L-02
0.0,traditional,L-02
3.1622776601683795,traditional,L-02
1.0,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
1.0,traditional,L-02
0.0,traditional,L-02
1.0,traditional,L-02
0.0,traditional,L-02
2.23606797749979,traditional,L-02
1.0,traditional,L-02
1.0,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
1.4142135623730951,traditional,L-02
1.4142135623730951,traditional,L-02
0.0,traditional,L-02
2.23606797749979,traditional,L-02
1.4142135623730951,traditional,L-02
0.0,traditional,L-02
2.23606797749979,traditional,L-02
2.23606797749979,traditional,L-02
0.0,traditional,L-02
2.23606797749979,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
2.23606797749979,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
1.4142135623730951,traditional,L-02
0.0,traditional,L-02
2.23606797749979,traditional,L-02
1.4142135623730951,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
4.123105625617661,traditional,L-02
1.0,traditional,L-02
2.23606797749979,traditional,L-02
0.0,traditional,L-02
1.4142135623730951,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
2.23606797749979,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
1.0,traditional,L-02
1.0,traditional,L-02
0.0,traditional,L-02
2.23606797749979,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
2.23606797749979,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
0.0,traditional,L-02
2.23606797749979,traditional,L-02
1.0,traditional,L-02
0.0,traditional,L-04
0.0,traditional,L-04
2.0,traditional,L-04
0.0,traditional,L-04
2.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
1.4142135623730951,traditional,L-04
1.4142135623730951,traditional,L-04
0.0,traditional,L-04
5.830951894845301,traditional,L-04
0.0,traditional,L-04
1.4142135623730951,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
1.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
2.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
1.0,traditional,L-04
1.4142135623730951,traditional,L-04
1.0,traditional,L-04
0.0,traditional,L-04
1.0,traditional,L-04
1.0,traditional,L-04
1.0,traditional,L-04
1.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
2.0,traditional,L-04
1.4142135623730951,traditional,L-04
1.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
3.605551275463989,traditional,L-04
2.0,traditional,L-04
2.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
1.4142135623730951,traditional,L-04
1.4142135623730951,traditional,L-04
2.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
1.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
1.0,traditional,L-04
0.0,traditional,L-04
1.0,traditional,L-04
1.0,traditional,L-04
1.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
1.4142135623730951,traditional,L-04
0.0,traditional,L-04
1.4142135623730951,traditional,L-04
2.0,traditional,L-04
0.0,traditional,L-04
1.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
2.8284271247461903,traditional,L-04
0.0,traditional,L-04
1.4142135623730951,traditional,L-04
0.0,traditional,L-04
2.0,traditional,L-04
1.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
2.8284271247461903,traditional,L-04
2.8284271247461903,traditional,L-04
0.0,traditional,L-04
1.0,traditional,L-04
2.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
1.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
1.0,traditional,L-04
0.0,traditional,L-04
3.605551275463989,traditional,L-04
0.0,traditional,L-04
2.8284271247461903,traditional,L-04
1.0,traditional,L-04
2.0,traditional,L-04
0.0,traditional,L-04
1.0,traditional,L-04
1.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
3.1622776601683795,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
1.0,traditional,L-04
0.0,traditional,L-04
1.0,traditional,L-04
0.0,traditional,L-04
1.4142135623730951,traditional,L-04
1.4142135623730951,traditional,L-04
1.4142135623730951,traditional,L-04
0.0,traditional,L-04
1.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
1.4142135623730951,traditional,L-04
1.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
1.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
1.4142135623730951,traditional,L-04
0.0,traditional,L-04
1.4142135623730951,traditional,L-04
2.8284271247461903,traditional,L-04
1.0,traditional,L-04
3.605551275463989,traditional,L-04
0.0,traditional,L-04
1.0,traditional,L-04
1.4142135623730951,traditional,L-04
1.4142135623730951,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
2.23606797749979,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
1.0,traditional,L-04
1.4142135623730951,traditional,L-04
1.4142135623730951,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
3.605551275463989,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
1.0,traditional,L-04
2.0,traditional,L-04
1.4142135623730951,traditional,L-04
1.4142135623730951,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
1.4142135623730951,traditional,L-04
1.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
3.605551275463989,traditional,L-04
0.0,traditional,L-04
1.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
2.0,traditional,L-04
0.0,traditional,L-04
3.605551275463989,traditional,L-04
0.0,traditional,L-04
2.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
3.605551275463989,traditional,L-04
0.0,traditional,L-04
1.4142135623730951,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
1.4142135623730951,traditional,L-04
1.0,traditional,L-04
0.0,traditional,L-04
2.8284271247461903,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
1.0,traditional,L-04
1.0,traditional,L-04
3.605551275463989,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
5.830951894845301,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
1.4142135623730951,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
1.4142135623730951,traditional,L-04
1.4142135623730951,traditional,L-04
2.0,traditional,L-04
1.0,traditional,L-04
2.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
1.0,traditional,L-04
2.8284271247461903,traditional,L-04
1.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,L-04
0.0,traditional,H-06
1.0,traditional,H-06
0.0,traditional,H-06
1.4142135623730951,traditional,H-06
1.4142135623730951,traditional,H-06
1.4142135623730951,traditional,H-06
0.0,traditional,H-06
2.23606797749979,traditional,H-06
1.4142135623730951,traditional,H-06
1.0,traditional,H-06
0.0,traditional,H-06
0.0,traditional,H-06
0.0,traditional,H-06
0.0,traditional,H-06
0.0,traditional,H-06
0.0,traditional,H-06
0.0,traditional,H-06
0.0,traditional,H-06
0.0,traditional,H-06
0.0,traditional,H-06
0.0,traditional,H-06
2.0,traditional,H-06
0.0,traditional,H-06
0.0,traditional,H-06
0.0,traditional,H-06
1.0,traditional,H-06
0.0,traditional,H-06
0.0,traditional,H-06
0.0,traditional,H-06
0.0,traditional,H-06
0.0,traditional,H-06
0.0,traditional,H-06
2.0,traditional,H-06
0.0,traditional,H-06
0.0,traditional,H-06
1.4142135623730951,traditional,H-06
0.0,traditional,H-06
0.0,traditional,H-06
1.4142135623730951,traditional,H-06
0.0,traditional,H-06
0.0,traditional,H-06
1.4142135623730951,traditional,H-06
1.4142135623730951,traditional,H-06
1.0,traditional,H-06
1.4142135623730951,traditional,H-06
0.0,traditional,H-06
0.0,traditional,H-06
0.0,traditional,H-06
0.0,traditional,H-06
0.0,traditional,H-06
0.0,traditional,H-06
1.4142135623730951,traditional,H-06
0.0,traditional,H-06
0.0,traditional,H-06
0.0,traditional,H-06
0.0,traditional,H-06
1.0,traditional,H-06
0.0,traditional,H-06
0.0,traditional,H-06
2.0,traditional,H-06
0.0,traditional,H-06
0.0,traditional,H-06
0.0,traditional,H-06
2.0,traditional,H-06
0.0,traditional,H-06
2.0,traditional,H-06
1.0,traditional,H-06
0.0,traditional,H-06
1.4142135623730951,traditional,H-06
0.0,traditional,H-06
0.0,traditional,H-06
