-87,-79,-76,-77,-78,-77,-79,-85,-82,-79,-90,-96,0,4,H-01
-87,-79,-76,-77,-78,-77,-79,-85,-82,-79,-89,-96,0,4,H-01
-87,-79,-76,-77,-78,-77,-79,-85,-95,-79,-89,-96,0,4,H-01
-87,-79,-72,-77,-78,-77,-79,-85,-95,-79,-89,-96,0,4,H-01
-87,-79,-72,-77,-78,-77,-79,-85,-95,-79,-89,-96,0,4,H-01
-87,-79,-72,-77,-78,-77,-79,-85,-95,-79,-89,-96,0,4,H-01
-87,-79,-72,-77,-78,-77,-79,-85,-95,-79,-89,-96,0,4,H-01
-87,-79,-72,-77,-78,-77,-79,-85,-95,-79,-89,-96,0,4,H-01
-87,-79,-72,-77,-78,-77,-79,-85,-95,-79,-89,-95,0,4,H-01
-87,-79,-72,-77,-78,-77,-79,-87,-95,-79,-89,-95,0,4,H-01
-87,-79,-72,-77,-78,-77,-82,-87,-95,-79,-89,-95,0,4,H-01
-87,-79,-72,-77,-78,-77,-82,-87,-95,-79,-80,-95,0,4,H-01
-87,-82,-72,-77,-78,-77,-82,-87,-95,-79,-80,-95,0,4,H-01
-87,-82,-72,-77,-78,-82,-82,-87,-95,-79,-80,-95,0,4,H-01
-87,-82,-72,-77,-78,-82,-82,-87,-97,-79,-80,-95,0,4,H-01
-87,-82,-73,-77,-78,-82,-82,-87,-97,-79,-80,-95,0,4,H-01
-87,-82,-73,-77,-82,-82,-82,-87,-97,-79,-80,-95,0,4,H-01
-87,-82,-73,-77,-82,-82,-82,-87,-97,-79,-80,-95,0,4,H-01
-87,-82,-73,-77,-82,-82,-82,-87,-97,-79,-80,-95,0,4,H-01
-87,-82,-73,-79,-82,-82,-82,-87,-97,-79,-80,-95,0,4,H-01
-87,-82,-73,-79,-82,-82,-82,-87,-97,-79,-80,-95,0,4,H-01
-85,-82,-73,-79,-82,-82,-82,-87,-97,-79,-80,-95,0,4,H-01
-85,-78,-73,-79,-82,-82,-82,-87,-97,-79,-80,-95,0,4,H-01
-85,-78,-73,-79,-82,-82,-82,-87,-97,-79,-80,-87,0,4,H-01
-85,-78,-73,-79,-82,-82,-82,-87,-97,-79,-86,-87,0,4,H-01
-85,-78,-73,-79,-82,-82,-78,-87,-97,-79,-86,-87,0,4,H-01
-85,-78,-73,-79,-79,-82,-78,-87,-97,-79,-86,-87,0,4,H-01
-85,-78,-79,-79,-79,-82,-78,-87,-97,-79,-86,-87,0,4,H-01
-85,-78,-79,-79,-79,-82,-78,-87,-89,-79,-86,-87,0,4,H-01
-85,-78,-79,-79,-79,-82,-78,-87,-89,-86,-86,-87,0,4,H-01
-85,-78,-79,-79,-79,-82,-78,-87,-89,-86,-86,-87,0,4,H-01
-85,-78,-79,-79,-79,-73,-78,-87,-89,-86,-86,-87,0,4,H-01
-85,-78,-79,-79,-79,-73,-78,-87,-89,-86,-86,-88,0,4,H-01
-85,-78,-79,-78,-79,-73,-78,-87,-89,-86,-86,-88,0,4,H-01
-85,-78,-79,-78,-79,-73,-78,-87,-89,-86,-86,-88,0,4,H-01
-85,-78,-79,-78,-79,-73,-80,-87,-89,-86,-86,-88,0,4,H-01
-85,-78,-79,-78,-79,-73,-80,-87,-89,-86,-90,-88,0,4,H-01
-85,-91,-79,-78,-79,-73,-80,-87,-89,-86,-90,-88,0,4,H-01
